text,intent,sentiment,product,plan,country,user_type
why was i charged 70 for my fiber 1gbps,billing,neutral,broadband,fiber 1gbps,USA,individual
there is an unexpected charge of 135 for storage 10tb,billing,neutral,cloud,storage 10tb,Singapore,enterprise
there is an unexpected charge of 91 for storage 10tb,billing,negative,cloud,storage 10tb,Singapore,individual
i was charge 166 forpostpaid gold can you explain,billing,neutral,mobile,postpaid gold,USA,individual
there is an unexpected charge of 4351 for prepaid plus,billing,neutral,mobile,prepaid plus,India,enterprise
there is an unexpected charge of 4351 for prepaid plus,billing,neutral,mobile,prepaid plus,India,enterprise
why is my postpaid silver bill 133,billing,neutral,mobile,postpaid silver,Thailand,enterprise
why ismy prepaid plus bill 38,billing,negative,mobile,prepaid plus,Thailand,individual
i was billed 59 for smart parking can you explain,billing,negative,iot,smart parking,Thailand,enterprise
why is my fiber 300 bill 2271,billing,negative,broadband,fiber 300,India,enterprise
my bill shows 99 for prepaid basic why is that,billing,neutral,mobile,prepaid basic,Singapore,enterprise
why was i charged 45 for my storage 10tb,billing,negative,cloud,storage 10tb,USA,enterprise
why was i charged 3090 for my storage 10tb,billing,neutral,cloud,storage 10tb,India,enterprise
why was i charged 150 for my fiber 100,billing,neutral,broadband,fiber 100,USA,individual
my bill shows 144 for postpaid silver why is thta,billing,negative,mobile,postpaid silver,Thailand,enterprise
my bill shows 55 for storage 10tb why is that,billing,neutral,cloud,storage 10tb,Singapore,enterprise
why was i charged 59 for my prepaid unlimited,billing,negative,mobile,prepaid unlimited,Thailand,individual
my bill shows 186 for fiber 100 why is that,billing,negative,broadband,fiber 100,Singapore,individual
my bill shows 191 for smart parking why is that,billing,negative,iot,smart parking,Singapore,individual
i was billed 123 for smart parking can you explain,billing,neutral,iot,smart parking,Thailand,individual
there is an unexpected charge of 118 for storage 1tb,billing,neutral,cloud,storage 1tb,Thailand,enterprise
there is an unexpected charge of 4351 for prepaid plus,billing,neutral,mobile,prepaid plus,India,enterprise
why was i charged 123 for my storage 10tb,billing,negative,cloud,storage 10tb,Singapore,individual
there is an unexpected charge of 135 for storage 10tb,billing,neutral,cloud,storage 10tb,Singapore,enterprise
there is an unexpected charge of 118 for storage 1tb,billing,neutral,cloud,storage 1tb,Thailand,enterprise
why is myfleet iot ibll 65,billing,negative,iot,fleet iot,Thailand,individual
there is an unexpected charge of 129 for fiber 1gbps,billing,neutral,broadband,fiber 1gbps,Thailand,enterprise
there is an unexpected charge of 95 for storage 1tb,billing,negative,cloud,storage 1tb,Singapore,enterprise
my bill shows 25 for smart parking wherefore is that,billing,neutral,iot,smart parking,Thailand,enterprise
why is my prepaid unlimited bill 39,billing,neutral,mobile,prepaid unlimited,USA,enterprise
why was i charged 54 for my smart parking,billing,neutral,iot,smart parking,Singapore,enterprise
there is an unexpected charge of 68 for fleet iot,billing,neutral,iot,fleet iot,Singapore,enterprise
why is my vm basic bill 84,billing,negative,cloud,vm basic,USA,individual
why was i charged 59 for my prepaid unlimited,billing,negative,mobile,prepaid unlimited,Thailand,individual
why is my storage 10tb bill 4924,billing,neutral,cloud,storage 10tb,India,individual
there is an unexpected charge of 5795 for smart parking,billing,negative,iot,smart parking,India,individual
there is an unexpected charge of 4351 for prepaid plus,billing,neutral,mobile,prepaid plus,India,enterprise
there is an unexpected charge of 1792 for smart parking,billing,neutral,iot,smart parking,India,enterprise
why was i charged 123 for my storage 10tb,billing,negative,cloud,storage 10tb,Singapore,individual
i was billed 150 for postpaid platinum can you explain,billing,negative,mobile,postpaid platinum,Thailand,individual
why is my postpaid silver bill 133,billing,neutral,mobile,postpaid silver,Thailand,enterprise
i was billed 36 for storage 10tb can you explain,billing,neutral,cloud,storage 10tb,USA,enterprise
why was i charged133 for my smart parking,billing,neutral,iot,smart parking,Singapore,individual
my bill shows 144 for postpaid silver why is that,billing,negative,mobile,postpaid silver,Thailand,enterprise
i was billed 2351 for prepaid plus can youexplain,billing,neutral,mobile,prepaid plus,India,individual
why is myvm basic measure 84,billing,negative,cloud,vm basic,USA,individual
my bill shosw 3869 forsmarting parking why is that,billing,negative,iot,smart parking,India,enterprise
my bill shows 58 for fiber 100 why is that,billing,neutral,broadband,fiber 100,Thailand,enterprise
i was billed 150 for postpaid platinum can you explain,billing,negative,mobile,postpaid platinum,Thailand,individual
why was i charged 133 for my smart parking,billing,neutral,iot,smart parking,Singapore,individual
i was charge 154 for fiber 300 can you explain,billing,neutral,broadband,fiber 300,Singapore,enterprise
why was i charged 51 for my fleet iot,billing,negative,iot,fleet iot,USA,enterprise
why was iodine charged54 for my smart parking,billing,neutral,iot,smart parking,Singapore,enterprise
why is my postpaid silver bill 133,billing,neutral,mobile,postpaid silver,Thailand,enterprise
why is my prepaid unlimited bill 39,billing,neutral,mobile,prepaid unlimited,USA,enterprise
there is an unexpected charge of 118 for storage 1tb,billing,neutral,cloud,storage 1tb,Thailand,enterprise
my bill shows 3471 for smart parking why is that,billing,negative,iot,smart parking,India,enterprise
my measure shows 103 for storage 10tb why is that,billing,negative,cloud,storage 10tb,Singapore,individual
i was billed 2700 for fleet iot can you explain,billing,neutral,iot,fleet iot,India,individual
my bill shows 103 for storage 10tb why is that,billing,negative,cloud,storage 10tb,Singapore,individual
i was billed 36 for storage 10tb can you explain,billing,neutral,cloud,storage 10tb,USA,enterprise
there is an unexpected charge of 68 for fleet iot,billing,neutral,iot,fleet iot,Singapore,enterprise
why is my fiber 300 bill 124,billing,negative,broadband,fiber 300,Singapore,individual
my bill shows 58 for fiber 100 why is that,billing,neutral,broadband,fiber 100,Thailand,enterprise
why was i charged 22 for my storage 1tb,billing,negative,cloud,storage 1tb,Thailand,individual
why is my smart traffic bill 3351,billing,negative,iot,smart traffic,India,enterprise
my bill shows 144 for postpaid silver why is that,billing,negative,mobile,postpaid silver,Thailand,enterprise
i was billed 27 for storage 10tb can you explain,billing,neutral,cloud,storage 10tb,Thailand,enterprise
there is an unexpected charge of 41 for storage 1tb,billing,neutral,cloud,storage 1tb,USA,enterprise
my bill shows 103 for storage 10tb why is that,billing,negative,cloud,storage 10tb,Singapore,individual
why is my prepaid plus bill 38,billing,negative,mobile,prepaid plus,Thailand,individual
there is an unexpected charge of 30 for storage 10tb,billing,neutral,cloud,storage 10tb,Thailand,enterprise
there is an unexpected charge of 189 for postpaid gold,billing,negative,mobile,postpaid gold,Singapore,individual
why is my storage 10tb bill 4924,billing,neutral,cloud,storage 10tb,India,individual
there is an unexpected charge of 41 for storage 1tb,billing,neutral,cloud,storage 1tb,USA,enterprise
why is my storage 10tb bill 4924,billing,neutral,cloud,storage 10tb,India,individual
why was i charged 59 for my prepaid unlimited,billing,negative,mobile,prepaid unlimited,Thailand,individual
i was billed 32 for fiber 100 can you explain,billing,neutral,broadband,fiber 100,USA,individual
why was i charge146 for my fiber 1gbps,billing,negative,broadband,fiber 1gbps,Thailand,individual
there is an unexpected charge of 63 for fleet iot,billing,neutral,iot,fleet iot,USA,individual
there is an unexpected charge of 179 for storage 1tb,billing,neutral,cloud,storage 1tb,Singapore,individual
why was i charged 34 for my fiber 100,billing,neutral,broadband,fiber 100,Singapore,enterprise
my bill shows 144 for postpaid silver why is that,billing,negative,mobile,postpaid silver,Thailand,enterprise
why is my postpaid gold bill 1886,billing,negative,mobile,postpaid gold,India,enterprise
i was billed 32 for fiber 100 can you explain,billing,neutral,broadband,fiber 100,USA,individual
why is my postpaid gold bill 1886,billing,negative,mobile,postpaid gold,India,enterprise
i was billed 2351 for prepaid plus can you explain,billing,neutral,mobile,prepaid plus,India,individual
why was i charged 54 for my smart parking,billing,neutral,iot,smart parking,Singapore,enterprise
i was charge 82 for fiber 1gbps can you explain,billing,negative,broadband,fiber 1gbps,Singapore,individual
my bill shows 103 for storage 10tb why is that,billing,negative,cloud,storage 10tb,Singapore,individual
why was i charge 3070 formy postpaid gold,billing,neutral,mobile,postpaid gold,India,enterprise
why was i charged 59 for my prepaid unlimited,billing,negative,mobile,prepaid unlimited,Thailand,individual
my bill shows 3471 for smart parking why is that,billing,negative,iot,smart parking,India,enterprise
i was billed 150 for fiber 300 can you explain,billing,negative,broadband,fiber 300,Thailand,enterprise
there is an unexpected charge of 135 for storage 10tb,billing,neutral,cloud,storage 10tb,Singapore,enterprise
why was i charged 112 for my fiber 300,billing,negative,broadband,fiber 300,USA,individual
why was i charged 20 for my fiber 300,billing,neutral,broadband,fiber 300,USA,individual
there is an unexpected charge of 68 for fleet iot,billing,neutral,iot,fleet iot,Singapore,enterprise
i was billed 126 for fleet iot can you explain,billing,neutral,iot,fleet iot,Thailand,enterprise
why is my vm basic bill 84,billing,negative,cloud,vm basic,USA,individual
there is an unexpected charge of 118 for fleet iot,billing,neutral,iot,fleet iot,Singapore,enterprise
i was billed 150 for fiber 300 canyou explain,billing,negative,broadband,fiber 300,Thailand,enterprise
why is my prepaid unlimited bill 39,billing,neutral,mobile,prepaid unlimited,USA,enterprise
there is anunexpected charge of 197 for fleet iot,billing,neutral,iot,fleet iot,USA,individual
i was charge 2700 for fleet iot can you explain,billing,neutral,iot,fleet iot,India,individual
why is my fiber 300 bill 2271,billing,negative,broadband,fiber 300,India,enterprise
there is an unexpected charge of 185 for prepaid plus,billing,negative,mobile,prepaid plus,USA,individual
i was billed 2700 for fleet iot can you explain,billing,neutral,iot,fleet iot,India,individual
my bill shows 3471 for smart parking why is that,billing,negative,iot,smart parking,India,enterprise
why was i charge 148 for myprepaid unlimited,billing,negative,mobile,prepaid unlimited,Thailand,individual
why is my fibre 100 bill 3194,billing,neutral,broadband,fiber 100,India,enterprise
i was billed 94 for smart traffic can you explain,billing,neutral,iot,smart traffic,USA,enterprise
i was billed 2700 for fleet iot can you explain,billing,neutral,iot,fleet iot,India,individual
my bill shows 3471 for smart parking why is that,billing,negative,iot,smart parking,India,enterprise
there is an unexpected charge of 30for storage 10tb,billing,neutral,cloud,storage 10tb,Thailand,enterprise
there is an unexpected charge of 179 for storage 1tb,billing,neutral,cloud,storage 1tb,Singapore,individual
my bill shows 144 for postpaid silver why is that,billing,negative,mobile,postpaid silver,Thailand,enterprise
why was i charged 146 for my fiber 1gbps,billing,negative,broadband,fiber 1gbps,Thailand,individual
there is an unexpected charge of 179 for storage 1tb,billing,neutral,cloud,storage 1tb,Singapore,individual
there is an unexpected charge of 4351 for prepaid plus,billing,neutral,mobile,prepaid plus,India,enterprise
there is an unexpected charge of 203 for prepiad limitless,billing,negative,mobile,prepaid unlimited,Singapore,individual
why was i charged 123 for my storage 10tb,billing,negative,cloud,storage 10tb,Singapore,individual
there is an unexpected charge of 185 for prepaid plus,billing,negative,mobile,prepaid plus,USA,individual
there is an unexpected charge of 91 for storage 10tb,billing,negative,cloud,storage 10tb,Singapore,individual
why was i charge 112 for myfiber 300,billing,negative,broadband,fiber 300,USA,individual
why is my fleet iot bill 65,billing,negative,iot,fleet iot,Thailand,individual
why is my vm basic bill 84,billing,negative,cloud,vm basic,USA,individual
my bill shows 191 for smart parking why is that,billing,negative,iot,smart parking,Singapore,individual
i was billed 170 for postpaid silver can you explain,billing,neutral,mobile,postpaid silver,Thailand,individual
why is my fiber 100 bill 5812,billing,negative,broadband,fiber 100,India,enterprise
why is my fiebr 1gbps bill 24,billing,negative,broadband,fiber 1gbps,Thailand,individual
my bill shows 99 for prepaid basic why is that,billing,neutral,mobile,prepaid basic,Singapore,enterprise
there is an unexpected charge of 307 for postpaid gold,billing,neutral,mobile,postpaid gold,India,individual
there is an unexpected charge of 30 for storage 10tb,billing,neutral,cloud,storage 10tb,Thailand,enterprise
i was billed 123 for smart parking can you explain,billing,neutral,iot,smart parking,Thailand,individual
why is my prepaid unlimited bill 39,billing,neutral,mobile,prepaid unlimited,USA,enterprise
i was billed 3858 for prepaid plus can you explain,billing,neutral,mobile,prepaid plus,India,individual
there is an unexpected charge of 30 for storage 10tb,billing,neutral,cloud,storage 10tb,Thailand,enterprise
my bill shows 99 for prepaid basic why is that,billing,neutral,mobile,prepaid basic,Singapore,enterprise
i was billed 154 for fiber 300 can you explain,billing,neutral,broadband,fiber 300,Singapore,enterprise
why ismy fleet iot bill 65,billing,negative,iot,fleet iot,Thailand,individual
i was billed 27 for vm basic can you explain,billing,negative,cloud,vm basic,Singapore,enterprise
my bill shows 58 for fiber 100 why is that,billing,neutral,broadband,fiber 100,Thailand,enterprise
why was i charged 3090 for my storage 10tb,billing,neutral,cloud,storage 10tb,India,enterprise
there is an unexpected charge of 68 for fleet iot,billing,neutral,iot,fleet iot,Singapore,enterprise
there is an unexpected charge of 95 for storage 1tb,billing,negative,cloud,storage 1tb,Singapore,enterprise
i was billed 122 for smart traffic can you explain,billing,neutral,iot,smart traffic,USA,enterprise
my measure shows 94 for smart traffic why is that,billing,neutral,iot,smart traffic,Singapore,individual
why was i charged 148 for my prepaid unlimited,billing,negative,mobile,prepaid unlimited,Thailand,individual
why was i charged 34 for my fbire 100,billing,neutral,broadband,fiber 100,Singapore,enterprise
my bill shows 103 for storage 10tb why is that,billing,negative,cloud,storage 10tb,Singapore,individual
i was billed 36 for storage 10tb can you explain,billing,neutral,cloud,storage 10tb,USA,enterprise
there is an unexpected charge of 14 for prepaid plus,billing,negative,mobile,prepaid plus,Thailand,individual
there is an unexpected charge of 135 for storage 10tb,billing,neutral,cloud,storage 10tb,Singapore,enterprise
why is my fleet iot bill 36,billing,negative,iot,fleet iot,Singapore,individual
i was billed 170 for postpaid silver can you explain,billing,neutral,mobile,postpaid silver,Thailand,individual
why is my fiber 300 bill 84,billing,neutral,broadband,fiber 300,Thailand,enterprise
i was billed 64 for vm basic can you explain,billing,negative,cloud,vm basic,Thailand,individual
why was i charged 22 for my storage 1tb,billing,negative,cloud,storage 1tb,Thailand,individual
whyis my fiber 1gbps bill 134,billing,neutral,broadband,fiber 1gbps,USA,enterprise
there is an unexpected charge of 179for storage 1tb,billing,neutral,cloud,storage 1tb,Singapore,individual
why was i charged 3090 for my storage 10tb,billing,neutral,cloud,storage 10tb,India,enterprise
why is my prepaid unlimited bill 39,billing,neutral,mobile,prepaid unlimited,USA,enterprise
why was i charged 54 for my smart parking,billing,neutral,iot,smart parking,Singapore,enterprise
my bill shows 3471 for smart parking why is that,billing,negative,iot,smart parking,India,enterprise
i was billed 80 for vm pro can you explain,billing,negative,cloud,vm pro,Thailand,individual
there is an unexpected charge of 189 for postpaid gold,billing,negative,mobile,postpaid gold,Singapore,individual
why is my fiber 300 bill 2271,billing,negative,broadband,fiber 300,India,enterprise
there is an unexpected charge of 129 for fibre 1gbps,billing,neutral,broadband,fiber 1gbps,Thailand,enterprise
why is my fiber 300 bill 2271,billing,negative,broadband,fiber 300,India,enterprise
there is an unexpectedcharge of 23 for fiber ccc,billing,negative,broadband,fiber 300,USA,individual
why was i charged 3070 for my postpaid gold,billing,neutral,mobile,postpaid gold,India,enterprise
there is an unexpected charge of 197 for fleet iot,billing,neutral,iot,fleet iot,USA,individual
there is an unexpected charge of 118 for fleet iot,billing,neutral,iot,fleet iot,Singapore,enterprise
why was i charged 45 for my storage 10tb,billing,negative,cloud,storage 10tb,USA,enterprise
why is my vm basic bill 84,billing,negative,cloud,vm basic,USA,individual
why is my fiber 300 bill 84,billing,neutral,broadband,fiber 300,Thailand,enterprise
i was billed 32 for fiber 100 can you explain,billing,neutral,broadband,fiber 100,USA,individual
there is an unexpected charge of 129 for fiber 1gbps,billing,neutral,broadband,fiber 1gbps,Thailand,enterprise
i was billed 82 for fiber 1gbps can you explain,billing,negative,broadband,fiber 1gbps,Singapore,individual
there is an unexpected charge of 5795 for smart parking,billing,negative,iot,smart parking,India,individual
why is my vm basic bill 84,billing,negative,cloud,vm basic,USA,individual
there is an unexpected charge of 135 for storage 10tb,billing,neutral,cloud,storage 10tb,Singapore,enterprise
why was i charged 3070 for my postpaid gold,billing,neutral,mobile,postpaid gold,India,enterprise
why is my fiber 100 bill 5812,billing,negative,broadband,fiber 100,India,enterprise
i was billed 3858 for prepaid plus can you explain,billing,neutral,mobile,prepaid plus,India,individual
i was billed 94 for smart traffic can you explain,billing,neutral,iot,smart traffic,USA,enterprise
i was billed 82 for fiber 1gbps can you explain,billing,negative,broadband,fiber 1gbps,Singapore,individual
why is my vm enterprise bill 139,billing,negative,cloud,vm enterprise,Singapore,individual
there is an unexpected charge of 68 for felet iot,billing,neutral,iot,fleet iot,Singapore,enterprise
there is an unexpected charge of 203 for prepaid unlimited,billing,negative,mobile,prepaid unlimited,Singapore,individual
i was billed 2700 for fleet iot can you explain,billing,neutral,iot,fleet iot,India,individual
there is an unexpected charge of 203 for prepaid unlimited,billing,negative,mobile,prepaid unlimited,Singapore,individual
my bill shows 103 for storage 10tb wherefore is that,billing,negative,cloud,storage 10tb,Singapore,individual
my blil shows 118 for smarting parking why is that,billing,neutral,iot,smart parking,USA,individual
why was i charged 148 for my prepaid unlimited,billing,negative,mobile,prepaid unlimited,Thailand,individual
why is my postpaid silver bill 133,billing,neutral,mobile,postpaid silver,Thailand,enterprise
why is my prepaid plus bill 61,billing,neutral,mobile,prepaid plus,USA,enterprise
i was billed 123 for smart parking can you explain,billing,neutral,iot,smart parking,Thailand,individual
mybill shows 103 for storage 10tb why is that,billing,negative,cloud,storage 10tb,Singapore,individual
i was billed 126 for fleet iot can you explain,billing,neutral,iot,fleet iot,Thailand,enterprise
there is an unexpected charge of 118 for fleet iot,billing,neutral,iot,fleet iot,Singapore,enterprise
why is my fleet iot bill 36,billing,negative,iot,fleet iot,Singapore,individual
there is an unexpected charge of 197 for fleet iot,billing,neutral,iot,fleet iot,USA,individual
there is an unexpected charge of 189 for postpaid gold,billing,negative,mobile,postpaid gold,Singapore,individual
why was i charged 51 for my fleet iot,billing,negative,iot,fleet iot,USA,enterprise
i was billed 122 for smart traffic can you explain,billing,neutral,iot,smart traffic,USA,enterprise
why is my fiber 1gbps bill 134,billing,neutral,broadband,fiber 1gbps,USA,enterprise
why was i charged 148 for my prepaid unlimited,billing,negative,mobile,prepaid unlimited,Thailand,individual
my bill shows 25 for smarting parknig why is that,billing,neutral,iot,smart parking,Thailand,enterprise
there is an unexpected charge of 307 for postpaid gold,billing,neutral,mobile,postpaid gold,India,individual
why was i charged 150 for my fiber 100,billing,neutral,broadband,fiber 100,USA,individual
why is my prepaid plus bill 38,billing,negative,mobile,prepaid plus,Thailand,individual
i was billed 126 for fleet iot can you explain,billing,neutral,iot,fleet iot,Thailand,enterprise
why is my fiber 300 bill 84,billing,neutral,broadband,fiber 300,Thailand,enterprise
why was iodine charged 148 for my prepaid unlimited,billing,negative,mobile,prepaid unlimited,Thailand,individual
i was billed 163 for fiber 300 can you explain,billing,neutral,broadband,fiber 300,Thailand,enterprise
why was i charged 45 for my storage 10tb,billing,negative,cloud,storage 10tb,USA,enterprise
there is an unexpected charge of 68 for fleet iot,billing,neutral,iot,fleet iot,Singapore,enterprise
why is my postpaid gold bill 1886,billing,negative,mobile,postpaid gold,India,enterprise
there isan unexpected charge of 1792 for smart parking,billing,neutral,iot,smart parking,India,enterprise
why is my prepaid unlimited bill 39,billing,neutral,mobile,prepaid unlimited,USA,enterprise
why was i charged 59 for my prepaid unlimited,billing,negative,mobile,prepaid unlimited,Thailand,individual
there is an unexpected charge of 118 for storage 1tb,billing,neutral,cloud,storage 1tb,Thailand,enterprise
i was billed 140 for fiber 300 can you explain,billing,negative,broadband,fiber 300,USA,individual
there is an unexpected charge of 1792 for smart parking,billing,neutral,iot,smart parking,India,enterprise
why was i charged 3090 for my storage 10tb,billing,neutral,cloud,storage 10tb,India,enterprise
there is an unexpected charge of14 for prepaid plus,billing,negative,mobile,prepaid plus,Thailand,individual
i was billed 67 for fleet iot tin you explain,billing,negative,iot,fleet iot,Singapore,enterprise
i was billed 2893 for smart traffic can you explain,billing,neutral,iot,smart traffic,India,individual
my bill shows 94 for smart traffic why is that,billing,neutral,iot,smart traffic,Singapore,individual
i was billed 150 for postpaid platinum can you explain,billing,negative,mobile,postpaid platinum,Thailand,individual
why is my postpaid gold bill 1886,billing,negative,mobile,postpaid gold,India,enterprise
why was iodine charged 146 for my fiber 1gbps,billing,negative,broadband,fiber 1gbps,Thailand,individual
why is my fiber 100 bill 5812,billing,negative,broadband,fiber 100,India,enterprise
there is an unexpected charge of 118 for storage 1tb,billing,neutral,cloud,storage 1tb,Thailand,enterprise
why is my fiber 300 bill 84,billing,neutral,broadband,fiber 300,Thailand,enterprise
i was billed 82 for fiber 1gbps can you explain,billing,negative,broadband,fiber 1gbps,Singapore,individual
i was billed 2893 for smart traffic can you explain,billing,neutral,iot,smart traffic,India,individual
my bill shows 25 for smart parking why is that,billing,neutral,iot,smart parking,Thailand,enterprise
why is my fiber 1gbps bill 134,billing,neutral,broadband,fiber 1gbps,USA,enterprise
there is an unexpected charge of 197 for fleet iot,billing,neutral,iot,fleet iot,USA,individual
why is my prepaid plus bill 38,billing,negative,mobile,prepaid plus,Thailand,individual
why was i charged 20 for my fiber 300,billing,neutral,broadband,fiber 300,USA,individual
there is an unexpected charge of 91 for storage 10tb,billing,negative,cloud,storage 10tb,Singapore,individual
why was i charged 146 for my fiber 1gbps,billing,negative,broadband,fiber 1gbps,Thailand,individual
i was billed 36 for storage10tb can you explain,billing,neutral,cloud,storage 10tb,USA,enterprise
why was i charged 3090 for my storage 10tb,billing,neutral,cloud,storage 10tb,India,enterprise
why was i charged 150 for my fiber 100,billing,neutral,broadband,fiber 100,USA,individual
there is an unexpected charge of 1792 for smart parking,billing,neutral,iot,smart parking,India,enterprise
i was billed lxxxviii for postpaid silver can you explain,billing,negative,mobile,postpaid silver,Thailand,enterprise
i was billed 82 for fiber 1gbps can you explain,billing,negative,broadband,fiber 1gbps,Singapore,individual
why is my postpaid silver bill 133,billing,neutral,mobile,postpaid silver,Thailand,enterprise
why was i charged 112 for my fiber 300,billing,negative,broadband,fiber 300,USA,individual
why was i charged 54 for my smart parking,billing,neutral,iot,smart parking,Singapore,enterprise
why is my fiber 1gbps bill 134,billing,neutral,broadband,fiber 1gbps,USA,enterprise
my bill shows 99 for prepaid basic why is that,billing,neutral,mobile,prepaid basic,Singapore,enterprise
i was billed 63 for vm basic can you explain,billing,negative,cloud,vm basic,USA,enterprise
why is my postpaid silver bill 133,billing,neutral,mobile,postpaid silver,Thailand,enterprise
i was billed 27 for storage 10tb can you explain,billing,neutral,cloud,storage 10tb,Thailand,enterprise
iodine was billed94 for smart traffic can you explain,billing,neutral,iot,smart traffic,USA,enterprise
my bill shows 99 for prepaid basic why is that,billing,neutral,mobile,prepaid basic,Singapore,enterprise
why is my smart parking bill 212,billing,negative,iot,smart parking,Singapore,enterprise
why was i charged 146 for my fiber 1gbps,billing,negative,broadband,fiber 1gbps,Thailand,individual
why is my prepaid plus bill 61,billing,neutral,mobile,prepaid plus,USA,enterprise
there is an unexpected charge of 91 for storage 10tb,billing,negative,cloud,storage 10tb,Singapore,individual
i was billed lxiii for vm basic can you explain,billing,negative,cloud,vm basic,USA,enterprise
i was billed 80 for vm pro can you explain,billing,negative,cloud,vm pro,Thailand,individual
there is an unexpected charge of 19 for postpaid platinum,billing,neutral,mobile,postpaid platinum,USA,enterprise
why is my storage 10tb bill 4924,billing,neutral,cloud,storage 10tb,India,individual
why is my vm pro bill 146,billing,negative,cloud,vm pro,Thailand,enterprise
i was billed 154 for fiber 300 can you explain,billing,neutral,broadband,fiber 300,Singapore,enterprise
there is an unexpected charge of 307 for postpaid gold,billing,neutral,mobile,postpaid gold,India,individual
why is my fiber 1gbps bill 134,billing,neutral,broadband,fiber 1gbps,USA,enterprise
why is my postpaid silver bill 133,billing,neutral,mobile,postpaid silver,Thailand,enterprise
why is my fiber 100 bill 5812,billing,negative,broadband,fiber 100,India,enterprise
there is an unexpected charge of 118 for storage 1tb,billing,neutral,cloud,storage 1tb,Thailand,enterprise
i was billed 3552 for prepaid plus can you explain,billing,neutral,mobile,prepaid plus,India,enterprise
why was i charged 139 for my fiber 100,billing,neutral,broadband,fiber 100,USA,enterprise
why is my storage 10tb bill 4924,billing,neutral,cloud,storage 10tb,India,individual
i was billed 32 for fiber 100 can you explain,billing,neutral,broadband,fiber 100,USA,individual
there is an unexpected charge of 4877 for prepaid plus,billing,neutral,mobile,prepaid plus,India,individual
i was billed 67 for fleet iot can you explain,billing,negative,iot,fleet iot,Singapore,enterprise
why was i charged ilxfor my prepaid unlimited,billing,negative,mobile,prepaid unlimited,Thailand,individual
there is an unexpected charge of 185 for prepaid asset,billing,negative,mobile,prepaid plus,USA,individual
i was billed 122 for smart traffic can you explain,billing,neutral,iot,smart traffic,USA,enterprise
there is an unexpected charge of 41 for storage 1tb,billing,neutral,cloud,storage 1tb,USA,enterprise
why is my fiber 300bill 2271,billing,negative,broadband,fiber 300,India,enterprise
there is an unexpected charge of 118 for fleet iot,billing,neutral,iot,fleet iot,Singapore,enterprise
why is my fleet iot bill 65,billing,negative,iot,fleet iot,Thailand,individual
i was billed 27 for storage 10tb can you explain,billing,neutral,cloud,storage 10tb,Thailand,enterprise
my bill shows 99 for prepaid basic why is that,billing,neutral,mobile,prepaid basic,Singapore,enterprise
why was i charged 20 for my fibre 300,billing,neutral,broadband,fiber 300,USA,individual
why is my storage 10tb bill 4924,billing,neutral,cloud,storage 10tb,India,individual
there is an unexpected charge of 14 for prepaid plus,billing,negative,mobile,prepaid plus,Thailand,individual
there is an unexpected charge of 179 for storage 1tb,billing,neutral,cloud,storage 1tb,Singapore,individual
my bill shows 103 for storage 10tb why is that,billing,negative,cloud,storage 10tb,Singapore,individual
why is my vm basic bill 84,billing,negative,cloud,vm basic,USA,individual
there is an unexpected charge of 179 for storage 1tb,billing,neutral,cloud,storage 1tb,Singapore,individual
i was billed 170 for postpaid silver can you explain,billing,neutral,mobile,postpaid silver,Thailand,individual
why is my fleet iot bill 36,billing,negative,iot,fleet iot,Singapore,individual
i was billed 32 for fiber 100 can you explain,billing,neutral,broadband,fiber 100,USA,individual
why is my smart traffic bill 3351,billing,negative,iot,smart traffic,India,enterprise
i was billed 150 for fiber 300 can you explain,billing,negative,broadband,fiber 300,Thailand,enterprise
there is an unexpected charge of 179 for storage 1tb,billing,neutral,cloud,storage 1tb,Singapore,individual
there is an unexpected charge of 185 for prepaid plus,billing,negative,mobile,prepaid plus,USA,individual
why is my fiber 300 bill 84,billing,neutral,broadband,fiber 300,Thailand,enterprise
i was billed 150 for fiber 300 can you explain,billing,negative,broadband,fiber 300,Thailand,enterprise
there is an unexpected charge of 118 for fleet iot,billing,neutral,iot,fleet iot,Singapore,enterprise
there is an unexpected charge of 95 for storage 1tb,billing,negative,cloud,storage 1tb,Singapore,enterprise
i was billed 94 for smart traffic can you explain,billing,neutral,iot,smart traffic,USA,enterprise
i was billed 140 for fiber 300 can you explain,billing,negative,broadband,fiber 300,USA,individual
why was iodine charged 112 for myfiber 300,billing,negative,broadband,fiber 300,USA,individual
there is an unexpected charge of 179 for storage 1tb,billing,neutral,cloud,storage 1tb,Singapore,individual
why is my fiber 100 bill 5812,billing,negative,broadband,fiber 100,India,enterprise
i was billed 82 for fiber 1gbps can you explain,billing,negative,broadband,fiber 1gbps,Singapore,individual
my blil shows 186 forfiber 100 wherefore is that,billing,negative,broadband,fiber 100,Singapore,individual
there is an unexpected charge of 1792 for smarting parking,billing,neutral,iot,smart parking,India,enterprise
why was i charged 45 for my storage 10tb,billing,negative,cloud,storage 10tb,USA,enterprise
i was billed 166 for postpaid gold can you explain,billing,neutral,mobile,postpaid gold,USA,individual
i was billed 2893 for smart traffic can you explain,billing,neutral,iot,smart traffic,India,individual
my bill shows 191 for smart parking why is that,billing,negative,iot,smart parking,Singapore,individual
my bill show 118 for smart parking why isthat,billing,neutral,iot,smart parking,USA,individual
i was billed 3552 for prepaid plus can you explain,billing,neutral,mobile,prepaid plus,India,enterprise
